UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,ProcessedTweet
11530,56482,"Wellington, New Zealand",19-03-2020,[GPU_CONTEXT] #UPDATE Countdown is introducing limits on some items to stop panic buying due t...,Extremely Negative,# update countdown shows introducing limits on some items to stop panic buying due to [UNK] 19. the supermarket chain says it would get some items on shelves quickly enough if people will buying at the fast rate. http
38220,83172,"New York, NY",08-04-2020,"[GPU_CONTEXT] Grocery stores should be spacing checkout lines, every other line should be clos...",Extremely Negative,"grocery table should be spacing checkout lines, central box line should be listed at min, # [UNK] of 1. many store have checkers back2back, forcing customers w / be 6 radius of 2 # frontlineworkers c bad user # social # money # bend # the # curve"
27606,72558,,26-03-2020,"[GPU_CONTEXT] ""While it is always a shame when food is wasted, in these times when so many peo...",Extremely Negative,""" yet it also always a shame when food is wasted, in these times when indeed many people are worried about improving security of our food supply, it becomes even more disturbing. "" small # grocery store loses money 35k 000 food in woman ' s ' twisted ' # [UNK] and http user"
21101,66053,,23-03-2020,[GPU_CONTEXT] FDA is bureaucratic nightmare an obstacle amp wrong about at every turn blocking...,Extremely Negative,fda is bureaucratic nightmare an obstacle amp cares about at every turn blocking testing stockpiles of masks hand sanitizer amp other supplies locked in warehouses amp the red dot web hindering software development override on fda
36437,81389,Hartford CT,07-04-2020,[GPU_CONTEXT] Who would have thought that a simple trip to the grocery store would be a terrif...,Extremely Negative,"who would have thought... a simple trip around any grocery store would be a terrifying, life threatening experience. # [UNK] # [UNK] # [UNK] # distancing"
28607,73559,,27-03-2020,[GPU_CONTEXT]  WTF IS WRONG w PPL   Supermarket forced to throw out 35 000 of fresh food after...,Extremely Negative,wtf all wrong w ppl supermarket forced to throw out 35 000 worth fresh food after josh purposefully coughs on it
6401,51353,"Caro, MI/Big Rapids, MI FSU'19",17-03-2020,"[GPU_CONTEXT] No work, no internship, no school + COVID-19 = self quarantine but self quaranti...",Extremely Negative,"no work, no class, no school + [UNK] 19 = self quarantine but self quarantine = boredom and wandering = online shopping but online shopping = spending 24 days and i dont have because of no help!"
23300,68252,Cape Town x Langebaan,24-03-2020,"[GPU_CONTEXT] Day 9 of isolation: ?
Built my lockdown fort, FU Corona! ?

#selfisolation...",Extremely Negative,"chapter 9 episode isolation :? built my little world, fu corona!? # life # [UNK] # change # relocation # isolation # workingfromhome # socialdistancing # fortress # toiletpaper # toiletrolls # chains # lockdow http"
10522,55474,"Washington, DC",19-03-2020,"[GPU_CONTEXT] Bold COVID-19 plan from @FSCDems chair @RepMaxineWaters: 

?$2K cash payment...",Extremely Negative,"bold [UNK] service plan floor user chair user :? money 2k double payments per transaction / mo? money 1k per consumer, vs. rich? suspend consumer debt, incl. etc? money 5b for homeless? no evictions / pets? fed picks up housing for lenders? no tax cuts http"
27943,72895,"London, England",26-03-2020,[GPU_CONTEXT] Is your boss trying to wiggle out of paying you your full salary while off ill w...,Extremely Negative,"is his boss hoping to stay out of paying you your low salary asking off ill with # [UNK]? check your contract : you could be missing out on 80pc of what you ' re paid, user reports http # employment # work http"
4296,49248,Canada,16-03-2020,"[GPU_CONTEXT] Send several emails on how Covid-19 is effecting you, your family, express fear ...",Extremely Negative,"send several emails saying how [UNK] 19 is affecting you, your family, express fear of job loss, no money to buy food, lose your rent / mortgage ect. and remain by policy even if temporary be mandated asap. call in return messages!"
29547,74499,"Austin, TX",01-04-2020,[GPU_CONTEXT] #ScamAlert! There are some awful folks out there trying to use the #coronavirus ...,Extremely Negative,# scam # alert! there are such awful shit out there trying to use the # [UNK] virus to steal our money : http # consumer # health # scams
27823,72775,New York,26-03-2020,[GPU_CONTEXT] US Consumer Sentiment just dropped from near record-high to its lowest level in ...,Extremely Negative,"2009 consumer sentiment just surged but near record slump to its lowest level in 8 years! the # [UNK] # [UNK] caused a rise in # n prompting # consumer # confidence numbers drop as they worry about their jobs, economy user data shows http"
29320,74272,"Oklahoma, USA",01-04-2020,[GPU_CONTEXT]  This is how I go to the supermarket I never thought I d be in another war zone ...,Extremely Negative,this is how things go to the supermarket i never feared i d face in another war ever let alone a viral one ever since my experience during the tet offensive of the balkans never let my bottled water supply get low jim markson
30012,74964,Ibadan ,02-04-2020,[GPU_CONTEXT] World food prices declined sharply in March driven mostly by demand side contrac...,Extremely Negative,world food prices declined sharply in march driven mostly by demand from economies linked to the effects of the [UNK] 19 [UNK] due also to expectations of economic slowdown as governments roll out restrictions to adapt to this economic crisis
18421,63373,??????,21-03-2020,"[GPU_CONTEXT] #rice prices soar to two-year high, traders blame it on #coronavirus panic buyin...",Extremely Negative,"# although prices soar to two year high, traders blame the on # [UNK] panic buying, writes # yasir # wardad http # vendor and user"
32638,77590,,05-04-2020,[GPU_CONTEXT] We are still 5 times more likely to die in a car wreck going to the grocery stor...,Extremely Negative,"we are not 5 times more inclined to die in any car wreck going to the grocery store. [UNK] : us death toll surpasses 9, 300 # [UNK] http"
34998,79950,Somalia borama,06-04-2020,"[GPU_CONTEXT] With: rising prices of major foods in many countries, high rates of inflation, f...",Extremely Negative,"with : rising prices of pet foods in many countries, high rates for inflation, falling productivity, decreasing imported goods, rapid spread to [UNK] 19, width of borders, worsening international financial crisis, economists predict that the worst is yet to find!"
44784,89736,Cape cod / Los Angeles ,14-04-2020,[GPU_CONTEXT] Please stop being so horrible to grocery store/ essential employees....IÂm curr...,Extremely Negative,"please stop being so horrible to grocery store / restaurant employees. im currently on a vacation in absence and i would have panic attacks on bank break daily, often in my car. this isnt his fault. be nice. # [UNK] # essential # workers # [UNK]"
26676,71628,,25-03-2020,"[GPU_CONTEXT] PANIC, HAVOC, CONFUSION, FEAR OF FOOD engulf after Announcement. Govt. Should en...",Extremely Negative,"panic, havoc, confusion, fear of food... after all. govt. should not supply the essentials are still hampered. ( pic of cebu, santacruz ( cebu ) last night ) # 21 # holidays # 21 # days # lockdown # 21 # days # challenge # [UNK] http"
38155,83107,,08-04-2020,"[GPU_CONTEXT] ""I'd Rather Stay Unemployed Than Risk My Life"" - Grocery Store Workers Strike As...",Extremely Negative,""" they ' d rather stay unemployed but sell my life "" grocery store workers strike may [UNK] 19 deaths soar "" other of the biggest mistakes supermarkets made early on was not permitting employees to wear masks and gloves. "" http"
4207,49159,"Wayne, NJ",16-03-2020,[GPU_CONTEXT] Anyone who suspects price gouging and other COVID-19 related fraud can file a co...,Extremely Negative,"anyone who suspects price gouging and other [UNK] 19 related fraud can post a complaint online with http or at the state division into consumer affairs at 973 code 6240. call, leave your name, voice message and the name on address of the business # [UNK]"
18725,63677,"Winter Park, Colorado",22-03-2020,[GPU_CONTEXT]  This situation grow more serious by the day   says today 58 have been hospitali...,Extremely Negative,this situation grow more serious by the day says today 6 are gotten hospitalized with and six have died on urged coloradans will limit excursions to one grocery store trip a week
29341,74293,"Seattle/Bellevue, Washington",01-04-2020,[GPU_CONTEXT] This is disgusting These oil barons are trying to convince a fascist to sacrific...,Extremely Negative,this is disgusting when oil barons are trying to kill a fascist to sacrifice more civil lives for gas fuel free money it s no coincidence that with lower than low gas prices they either want political bailout or to end economic restrictions during or both
43567,88519,Worldwide,13-04-2020,[GPU_CONTEXT] #Gold #prices continue to soar as expectations of the worst recession the #world...,Extremely Negative,# gold # prices continue to soar as expectations of the worst recession in # network has ever seen grow by the day due to the last # one so # [UNK] will have on the # community. http # rakamoto # information # blog # history # crypto # bitcoin # digital # money
10444,55396,"Everywhere, baby",19-03-2020,[GPU_CONTEXT] Panic buying? What panic buying? #StayAtHome #Confinement #PanicBuying #Covid_19...,Extremely Negative,panic buying? no panic buying? # wait # at # stay # confinement # panic # buying # [UNK] http
34394,79346,,06-04-2020,"[GPU_CONTEXT] Top 5 Things to Know in the Market on Monday, April 6th
1. Crude prices fall o...",Extremely Negative,"top 5 things to know over the market retrieved monday, october 6th 1. crude prices fall on week about production cut deal 2. u. s. currency freeze worst week 3. stocks set to open higher 4. dollar 100 trillion yen, emerging market currencies 5. u. k. fred johnson taken to hospital with [UNK] 19 http"
44094,89046,Stolen Coast Salish territory,13-04-2020,"[GPU_CONTEXT] What's going to happen when grocery store employees stop coming to work?

Â...",Extremely Negative,"what ' s going to happen when grocery store employees stop coming to grocery? that feels like his soap opera : as more of them die, grocery workers increasingly fear showing up at trash http # [UNK] # essentialworkers"
