UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,ProcessedTweet
33681,78633,That shack outside La Grange,06-04-2020,[RD] White House COVID19 Coordinator: DonÂt Go To Grocery Or Drug Store Â #Coronavi...,Neutral,White House covid Coordinator: Go To Grocery Drug Store Â #covid #News #Trump #Whitehouse #Deadline #Food #Meals http
36479,81431,Planet Venus rules Libra,07-04-2020,[RD] Saving tubes in case I need to roll my own #toiletpaper #coronavirus #COVID19...,Neutral,Saving tubes in case I need to roll my own #covid #covid
9213,54165,"Barking, London",19-03-2020,[RD] #Shopkeepers #exploiting prices of goods such as #sanitisers #groceries etc shou...,Neutral,#Shopkeepers #exploiting prices of goods such as #sanitisers #groceries should be #extortionate #risingcosts #testingtimes #covid not a time to #profits
42005,86957,Tennessee,11-04-2020,[RD] My new bathroom accessory.  #Coronavirus #ToiletPaper #SupplyChainChallenge ? ht...,Neutral,My bathroom accessory. #covid #ToiletPaper #SupplyChainChallenge ? http
5870,50822,New York,17-03-2020,[RD] COVID-19 Retail Store Closures https://t.co/YWq6klL714...,Neutral,covid Store http
24136,69088,,24-03-2020,[RD] The REAL reason toilet paper supplies are hoarded! #coronavirus #COVID19 #masksh...,Neutral,REAL reason toilet supplies are hoarded! #covid #covid #toiletpaper #tpmask http
18261,63213,Luxembourg,21-03-2020,[RD] Don't ask me what have I done at 8:00am near the supermarket but all these peopl...,Neutral,Don't what have I done at 8:00am near the supermarket but all people came to the shop! And it's just half of the queue! #Luxembourg #covid #covid #StayAtHome #CoronaCrisis http
24009,68961,Westminster,24-03-2020,[RD] Contactless card limit has been raised to Â£45 immediately...,Neutral,Contactless card limit has been raised
13353,58305,"North Carolina, USA",20-03-2020,[RD] OMG WAS ? ? I have never seen frog legs in a grocery store before my life. But t...,Neutral,OMG WAS ?I have never seen legs in grocery store before my But they them here in Fayville North Carolina at a store called KinlawÂs. #covid #CoronaCrisis #FridayThoughts #SocialDistanacing #covid #CoronaCrisis #covid #groceries http
40875,85827,"Kendal, England",10-04-2020,"[RD] Holidaymakers affected by COVID-19 cancellations may get redress

The UK Eur...",Neutral,Holidaymakers affected covid get redress The UK European Consumer Centre (@UKECC) seen a surge in queries from concerned holidaymakers looking for refunds for their cancelled holidays. Read in full: http http
32830,77782,Tipperary 4 work Laois 4 play,05-04-2020,"[RD] Bidets Ukeleles and other    
#COVID19 &amp; #coronavirus #Consumer #trends
...",Neutral,Bidets Ukeleles other #covid #covid https://t.co/kjDbDORDL0
38635,83587,Paris France,08-04-2020,"[RD] #CoronaVirus #Kits !!! #Masks (3 ply), #HandSanitizer (75%) #LatexGloves, #Cover...",Neutral,"#covid #Kits ! #Masks (3 ply), (75%) #LatexGloves, Order Now ! (#Families #Corporations #Entrepreneurs #hypebeast #AP #abcNews #Cnn #CDC #NewYork #Atlanta #Denver #Mayors Visit: https://t.co/DcgBL2qZd8 http"
35239,80191,,06-04-2020,[RD] @Jaisans @JamesRider3 @AanthanurDC @doom37455413 @ILuvCO2 @Andrewemcameron @geof...,Neutral,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user
42866,87818," Â¯\_(?)_/Â¯  NYC, NY USA",12-04-2020,[RD] How covid 19 rewrote the shopping list via...,Neutral,How covid rewrote shopping via
4424,49376,"Manhattan, NY",16-03-2020,[RD] IÂve socially distanced myself from the kitchen. Now the next hurdle is sociall...,Neutral,IÂve socially distanced myself from the kitchen. Now the next hurdle is socially distancing myself from all this online shopping IÂm doing. #covid Â #quarantinelife
34088,79040,"Los Angeles, CA",06-04-2020,"[RD] ÂMLB Ticket Prices &amp; Covid-19: What needs to changeÂ

? Alex Wahl
...",Neutral,ÂMLB Prices & covid: What needs to changeÂ ? Wahl (tags) #MLB #covid #covid #covid https://t.co/AMEVcr6UMw http
40512,85464,South Africa...???,09-04-2020,[RD] @Gabriel21210145 @COVID_19_ZA @DrZweliMkhize movement of ppl...ppl need to stay ...,Neutral,@user @user @user movement ppl. ppl need to stay There are asymptomatic spreading this. essential workers. grocery store should
13287,58239,ORD ,20-03-2020,[RD] Convenience Stores &amp; Grocery  #CEOs of a essential retailers that are remain...,Neutral,"& Grocery #CEOs of essential retailers that are open right now. You out on the store floors and touring locations. you expect your put themselves out there at this time, you do same! #RetailStong #covid #Retailing http"
26741,71693,"iPhone: 42.465267,-71.202286",25-03-2020,[RD] Major Consumer Protection Measures Implemented (to date) in Response to COVID-19...,Neutral,Major Consumer Protection Measures Implemented (to in Response to http @user #ConsumerLaw #ConsumerProtection #NCLC
26330,71282,"Lagos, Nigeria",25-03-2020,"[RD] ÂA supermarket is now your main risk at spreading this virusÂ, Ashley Young sh...",Neutral,"ÂA supermarket is now your main risk this virusÂ, Ashley Young shares covid advice http"
18850,63802,,22-03-2020,"[RD] Do you think a nation when hearing about COVID-19, hoarded the medical equipment...",Neutral,"Do you think a nation when hearing about covid, hoarded the medical equipment, thinks of stock piling , raised prices of masks at indefinite pricing, started selling basic hygiene products on black, making hand started khwanis when told"
40390,85342,"New York, NY",09-04-2020,[RD] Is Reshaping Consumer Content Preferences the video advertising platform that is...,Neutral,Is Consumer Content the advertising platform that is part of consumers globally to assess consumer s sentiment toward content via
15893,60845,"London, England",21-03-2020,[RD] When this is all over please remember this people It was not the the billionaire...,Neutral,When this is all over please remember this people It was not the billionaires and CEOs that fought against covid It was the healthcare workers the supermarket staff amp single essential staff member kept the wheels turning
23050,68002,UK,24-03-2020,"[RD] .@JDSports delays full year results as it shuts shops in UK, Europe and US #COVI...",Neutral,"delays full year results as it shuts in UK, Europe and US #covid #covid https://t.co/sfjauyb7N2"
28501,73453,Toronto,27-03-2020,"[RD] Oh, FSS....

#coronavirus #covid19 

Woman intentionally coughed on US$3...",Neutral,"#covid Woman intentionally coughed on US$35,000 in food at grocery store: Pa. police | CTV News http"
23579,68531,"Bainbridge Island, WA",24-03-2020,[RD] Most of my days include internet calls with people from around the world. If you...,Neutral,"Most of my days internet calls with people from around the world. If you are not living in a hot spot, stock on food now, as this order coming to state and in the weeks. #covid #pandemic #lockdown https://t.co/NpVFaH11n2"
11100,56052,The Silvermoon Portal,19-03-2020,"[RD] Me going to the grocery store in May.
#makingMemes #nowbacktowork #coronavirus...",Neutral,Me going the grocery store in May. #makingMemes #nowbacktowork #covid http
43967,88919,United Kingdom,13-04-2020,"[RD] #HappyEaster2020 to everyone, particularly the truckers who have worked over the...",Neutral,to particularly the who have worked over the Easter holiday to the hospitals supplied with the equipment they need fight #covid and to food on the supermarket shelves. salute Together #WeAreUnstoppable
32204,77156,Australia,04-04-2020,[RD] 422 #Covid_19 cases in Western Australia... Playground equipment has police tape...,Neutral,422 #covid cases Western Australia. Playground equipment has tape around it. Only the supermarket is open. Everyone their limits.
37982,82934,"Bengaluru, India",08-04-2020,[RD] 5 Consumer Trends That Will Endure After and What They Mean For Marketers   Cons...,Neutral,5 Consumer Trends That Will Endure After and What Mean For Marketers Consumers are embracing new behavior and habits
24251,69203,France,25-03-2020,[RD] Grocery Stores Are the #Coronavirus Tipping Point https://t.co/sUENV5Bm7O...,Neutral,Grocery Are the #covid Point http
41758,86710,gorey co wexford ,11-04-2020,[RD] A day in the life of a Dublin supermarket during Covid 19 via...,Neutral,A day in the life of a Dublin supermarket during covid
17202,62154,United States,21-03-2020,[RD] JUST OUT! NO TOILET PAPER NEEDED - New low cost product makes hard-to-find TP ex...,Neutral,JUST OUT! NO TOILET PAPER NEEDED - New low cost product makes TP expendable!>>> #toiletpaper #bidet #covid http
43415,88367,London,13-04-2020,"[RD] House prices set to slump Â£30,000 in frozen market - https://t.co/J2rCnouo4H...",Neutral,"House prices to slump Â£30,000 in frozen market - http"
6292,51244,,17-03-2020,[RD] Was just told that the meat department in a local grocery store were told to rai...,Neutral,Was just told that the meat department in a local grocery store were told to raise prices of hamburger the #covid rush?
38669,83621,,08-04-2020,[RD] @carlquintanilla @CowenResearch @foxandfriends @FoxBusinessAM @MorningsMaria @cs...,Neutral,@user @user @user @user Going Out To Bars Again? Pre covid Economics a Fantasy Now & See a Total Shift In Consumer Spending/Habits After COVID. More At Home Purchases/Movie Watch
4009,48961,"Bowie, MD",16-03-2020,"[RD] Next time you go to the grocery store, purchase food from the colors of the rain...",Neutral,"Next time you go to grocery store, purchase food from the colors the rainbow. Boost your #immunesystem ? FOOD IS MEDICINE ? #immunesupport fight the http"
32489,77441,,05-04-2020,[RD] Whether it s in todays world or before Spit in a grocery store and this probably...,Neutral,Whether it s world or Spit in a grocery store probably should and to you 19
12100,57052,,19-03-2020,[RD] COVID-19: Canadians &amp; Americans only have 2 more days to stock up with extra...,Neutral,covid: Canadians & Americans only have 2 more days to stock up with extra Food Water before LONG Lockdown of ALL CITIES in the WORLD https://t.co/1xp0p98Gsf 49ers chiefs raiders canucks intern internist nurse paramedica volunteer nhl lambo blockchain bc http
26020,70972,"Virginia, USA",25-03-2020,"[RD] ""Price of CDC Coronavirus test: $36""
""Medicare has released prices of COVID-19...",Neutral,"""Price covid test: $36"" ""Medicare has prices of covid $35.92 for the tests developed by the Centers Disease Control and Prevention and $51.33 for all other commercial tests . Most health insurers waived"
13934,58886,,20-03-2020,[RD] How president E dealt with raising the prices of medical masks...,Neutral,How president E with prices of medical masks
14218,59170,"England, United Kingdom",20-03-2020,[RD] I know what I'd be doing if I were self employed. Getting an application sent in...,Neutral,know what I'd be doing if I were self employed. Getting an application sent in to every supermarket to sort me out until I can #selfemployed #covid #covid
11721,56673,"San Diego, CA",19-03-2020,"[RD] Here are 24 local shops offering their goods online amid COVID-19 developments...",Neutral,Here are 24 local shops offering their online amid covid developments
32902,77854,,05-04-2020,"[RD] @BigZFabric Just wondering, did yall raise prices due to the covid-19 issues?...",Neutral,"@user Just wondering, yall raise prices due to the covid issues?"
33876,78828,,06-04-2020,[RD] Attention Seniors If you are unable to go to the grocery store or pharmacy due t...,Neutral,Attention Seniors If you are to go to the grocery store pharmacy due to you can now your food and prescriptions delivered to you through a volunteer program Click to learn more
13422,58374,"London, England",20-03-2020,[RD] Scenes in UK off licence and supermarket drinks aisles right now...,Neutral,Scenes in off licence and supermarket drinks aisles right now
33798,78750,"Sacramento, CA",06-04-2020,[RD] The goal isn t to build a website The goal is to build your business Custom webs...,Neutral,The goal isn t to a website The is to build your business Custom websites at prices Know more here
39954,84906,,09-04-2020,"[RD] SHOP NOW ONLINE: https://t.co/rr2O5ukaRP

Stay at home during lockdown and l...",Neutral,SHOP NOW http at home during lockdown and let us do the shopping for you. covid Supplies and groceries delivered to your doorstep. Only available in (selected areas) http
20485,65437,,22-03-2020,"[RD] ?follow more
https://t.co/LSREFBhf1q

#artwork_in_studio #toiletpaper #cak...",Neutral,?follow more https://t.co/LSREFBhf1q #artwork_in_studio #cake #covid http
37891,82843,"Sydney, New South Wales",08-04-2020,[RD] @iarsalsiddiqui @charlieINTEL COVID-19 got these prices rising...,Neutral,@user @user covid these prices
